"Relative Time (Process)","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MIN","pi_hanoi_300_subtasks_no_masking - system/gpu.0.powerWatts__MAX"
"60975.522809265","431.779","431.779","431.779"
"60990.523133754","432.787","432.787","432.787"
"61005.524837122","428.54","428.54","428.54"
"61020.523332215","429.934","429.934","429.934"
"61035.522630845","425.189","425.189","425.189"
"61050.523100284","430.164","430.164","430.164"
"61065.522450942","430.839","430.839","430.839"
"61080.52352936","426.808","426.808","426.808"
"61095.524377254","430.887","430.887","430.887"
"61110.524718772","429.714","429.714","429.714"
"61125.52329718","424.783","424.783","424.783"
"61140.524375854","429.324","429.324","429.324"
"61155.523170709","432.41","432.41","432.41"
"61170.523543546","425.262","425.262","425.262"
"61185.52429376","433.321","433.321","433.321"
"61200.524214958","431.979","431.979","431.979"
"61215.524680963","424.105","424.105","424.105"
"61230.522990855","433.378","433.378","433.378"
"61245.522394427","431.764","431.764","431.764"
"61260.52361094","431.34","431.34","431.34"
"61275.523521254","433.192","433.192","433.192"
"61290.522642914","428.646","428.646","428.646"
"61305.52348643","431.34","431.34","431.34"
"61320.523667928","426.748","426.748","426.748"
"61335.524764535","426.059","426.059","426.059"
"61350.523191258","431.386","431.386","431.386"
"61365.524766427","425.201","425.201","425.201"
"61380.522933418","428.258","428.258","428.258"
"61395.523132136","431.405","431.405","431.405"
"61410.523649345","426.157","426.157","426.157"
"61425.52480741","435.352","435.352","435.352"
"61440.523372105","430.755","430.755","430.755"
"61455.523406575","422.995","422.995","422.995"
"61470.522892762","438.664","438.664","438.664"
"61485.524474675","432.326","432.326","432.326"
"61500.522733701","428.161","428.161","428.161"
"61515.52320992","432.072","432.072","432.072"
"61530.52324081","428.872","428.872","428.872"
"61545.523901774","429.461","429.461","429.461"
"61560.524673506","431.675","431.675","431.675"
"61575.525274103","430.786","430.786","430.786"
"61590.523445918","431.7","431.7","431.7"
"61605.524430953","425.236","425.236","425.236"
"61620.523830134","429.588","429.588","429.588"
"61635.52364006","430.974","430.974","430.974"
"61650.522313919","425.118","425.118","425.118"
"61665.523174014","428.489","428.489","428.489"
"61680.522962955","430.668","430.668","430.668"
"61695.522929686","427.408","427.408","427.408"
"61710.524371341","427.966","427.966","427.966"
"61725.523443071","431.812","431.812","431.812"
"61740.523478483","426.016","426.016","426.016"
"61755.523013728","439.533","439.533","439.533"
"61770.52405952","431.346","431.346","431.346"
"61785.523259504","432.492","432.492","432.492"
"61800.524693023","431.174","431.174","431.174"
"61815.523172901","427.779","427.779","427.779"
"61830.522909569","431.726","431.726","431.726"
"61845.522789212","431.265","431.265","431.265"
"61860.522660878","428.761","428.761","428.761"
"61875.523749048","431.27","431.27","431.27"
"61890.523246327","426.28","426.28","426.28"
"61905.524663662","428.059","428.059","428.059"
"61920.52297378","431.584","431.584","431.584"
"61935.523263004","424.975","424.975","424.975"
"61950.524168941","432.947","432.947","432.947"
"61965.523255566","430.57","430.57","430.57"
"61980.523423525","426.32","426.32","426.32"
"61995.523404135","435.458","435.458","435.458"
"62010.523256003","431.853","431.853","431.853"
"62025.523463512","426.238","426.238","426.238"
"62040.523550208","428.907","428.907","428.907"
"62055.524021074","430.674","430.674","430.674"
"62070.523547877","432.778","432.778","432.778"
"62085.522328066","431.112","431.112","431.112"
"62100.52410436","429.011","429.011","429.011"
"62115.522500231","431.196","431.196","431.196"
"62130.523507599","422.882","422.882","422.882"
"62145.522949819","427.364","427.364","427.364"
"62160.523133345","431.27","431.27","431.27"
"62175.523558803","425.279","425.279","425.279"
"62190.523474707","431.524","431.524","431.524"
"62205.52407748","431.145","431.145","431.145"
"62220.522639199","422.782","422.782","422.782"
"62235.524255422","428.678","428.678","428.678"
"62250.52409676","431.334","431.334","431.334"
"62265.522969797","425.831","425.831","425.831"
"62280.522685422","432.72","432.72","432.72"
"62295.524800332","431.545","431.545","431.545"
"62310.523109889","428.865","428.865","428.865"
"62325.52460329","408.261","408.261","408.261"
"62340.523165905","431.232","431.232","431.232"
"62355.523020459","431.161","431.161","431.161"
"62370.523817315","428.21","428.21","428.21"
"62385.52545792","429.729","429.729","429.729"
"62400.522726393","431.025","431.025","431.025"
"62415.523906847","426.93","426.93","426.93"
"62430.523483172","429.75","429.75","429.75"
"62445.524743941","431.66","431.66","431.66"
"62460.522903573","424.837","424.837","424.837"
"62475.522624708","429.231","429.231","429.231"
"62490.524792392","432.731","432.731","432.731"
"62505.524209746","425.913","425.913","425.913"
"62520.524403046","432.724","432.724","432.724"
"62535.524963065","431.315","431.315","431.315"
"62550.523511545","424.015","424.015","424.015"
"62565.523293958","433.403","433.403","433.403"
"62580.522979923","430.885","430.885","430.885"
"62595.523254057","432.075","432.075","432.075"
"62610.523092847","434.615","434.615","434.615"
"62625.523332177","431.075","431.075","431.075"
"62640.522845461","430.821","430.821","430.821"
"62655.523363803","427.903","427.903","427.903"
"62670.523107255","428.502","428.502","428.502"
"62685.523653377","431.654","431.654","431.654"
"62700.523101066","429.589","429.589","429.589"
"62715.525519453","433.332","433.332","433.332"
"62730.522900024","431.699","431.699","431.699"
"62745.52355301","424.847","424.847","424.847"
"62760.523319691","428.226","428.226","428.226"
"62775.523199101","431.589","431.589","431.589"
"62790.523522158","425.997","425.997","425.997"
"62805.523660561","432.533","432.533","432.533"
"62820.523544377","432.069","432.069","432.069"
"62835.524108782","427.421","427.421","427.421"
"62850.523015392","429.357","429.357","429.357"
"62865.523528017","430.177","430.177","430.177"
"62880.522806015","433.922","433.922","433.922"
"62895.524021188","433.973","433.973","433.973"
"62910.522888795","428.838","428.838","428.838"
"62925.523200168","430.122","430.122","430.122"
"62940.52450941","423.26","423.26","423.26"
"62955.522653723","428.655","428.655","428.655"
"62970.523878584","430.313","430.313","430.313"
"62985.523322612","426.957","426.957","426.957"
"63000.523508249","427.807","427.807","427.807"
"63015.52346255","430.797","430.797","430.797"
"63030.522623008","422.626","422.626","422.626"
"63045.522703325","435.662","435.662","435.662"
"63060.524856526","430.521","430.521","430.521"
"63075.523190288","425.243","425.243","425.243"
"63090.523934984","438.993","438.993","438.993"
"63105.525624772","431.116","431.116","431.116"
"63120.523420899","426.454","426.454","426.454"
"63135.523295472","435.349","435.349","435.349"
"63150.523669572","429.37","429.37","429.37"
"63165.523493363","430.396","430.396","430.396"
"63180.522590986","431.72","431.72","431.72"
"63195.523181221","429.777","429.777","429.777"
"63210.523531793","430.966","430.966","430.966"
"63225.52457826","425.929","425.929","425.929"
"63240.523270798","427.522","427.522","427.522"
"63255.522537071","431.596","431.596","431.596"
"63270.524091642","424.962","424.962","424.962"
"63285.5239984","427.681","427.681","427.681"
"63300.523565834","432.783","432.783","432.783"
"63315.524046169","424.21","424.21","424.21"
"63330.523382298","436.996","436.996","436.996"
"63345.522887255","432.266","432.266","432.266"
"63360.523418059","423.91","423.91","423.91"
"63375.523137385","434.452","434.452","434.452"
"63390.52386157","431.13","431.13","431.13"
"63405.523402475","431.506","431.506","431.506"
"63420.523435242","435.051","435.051","435.051"
"63435.52503942","428.927","428.927","428.927"
"63450.524152343","430.879","430.879","430.879"
"63465.523017549","427.501","427.501","427.501"
"63480.522645159","429.761","429.761","429.761"
"63495.523584093","431.168","431.168","431.168"
"63510.523133412","425.965","425.965","425.965"
"63525.523729815","430.847","430.847","430.847"
"63540.522690303","431.101","431.101","431.101"
"63555.524259444","426.492","426.492","426.492"
"63570.522875477","432.579","432.579","432.579"
"63585.524216766","431.869","431.869","431.869"
"63600.522691315","429.445","429.445","429.445"
"63615.523290013","431.886","431.886","431.886"
"63630.523691633","430.871","430.871","430.871"
"63645.523595499","426.764","426.764","426.764"
"63660.523254447","434.273","434.273","434.273"
"63675.523779593","431.528","431.528","431.528"
"63690.52307054","430.165","430.165","430.165"
"63705.522883779","430.627","430.627","430.627"
"63720.523238855","430.582","430.582","430.582"
"63735.523712251","431.359","431.359","431.359"
"63750.523421751","426.406","426.406","426.406"
"63765.523333691","428.128","428.128","428.128"
"63780.522572488","431.321","431.321","431.321"
"63795.524421573","427.634","427.634","427.634"
"63810.523452953","432.863","432.863","432.863"
"63825.523300428","430.248","430.248","430.248"
"63840.523517954","422.771","422.771","422.771"
"63855.522778099","435.95","435.95","435.95"
"63870.523559363","432.661","432.661","432.661"
"63885.523099112","426.276","426.276","426.276"
"63900.523756336","434.495","434.495","434.495"
"63915.524828624","431.109","431.109","431.109"
"63930.523202818","433.047","433.047","433.047"
"63945.52254175","430.491","430.491","430.491"
"63960.523373229","429.991","429.991","429.991"
"63975.523814152","432.514","432.514","432.514"
"63990.524026847","428.789","428.789","428.789"
"64005.522799798","430.318","430.318","430.318"
"64020.523563904","432.212","432.212","432.212"
"64035.523213469","427.281","427.281","427.281"
"64050.52316341","431.326","431.326","431.326"
"64065.523108955","431.458","431.458","431.458"
"64080.523419739","424.386","424.386","424.386"
"64095.523163576","430.216","430.216","430.216"
"64110.524240794","431.011","431.011","431.011"
"64125.523125618","425.15","425.15","425.15"
"64140.523104365","433.562","433.562","433.562"
"64155.523167822","432.179","432.179","432.179"
"64170.523734583","426.775","426.775","426.775"
"64185.523151142","430.464","430.464","430.464"
"64200.523556164","430.902","430.902","430.902"
"64215.522590145","432.157","432.157","432.157"
"64230.524920519","433.22","433.22","433.22"
"64245.525148585","432.349","432.349","432.349"
"64260.523709863","432.001","432.001","432.001"
"64275.523720433","424.597","424.597","424.597"
"64290.523428337","430.892","430.892","430.892"
"64305.523172871","431.621","431.621","431.621"
"64320.523213751","428.866","428.866","428.866"
"64335.523522189","434.499","434.499","434.499"
"64350.522693975","430.759","430.759","430.759"
"64365.523656286","426.126","426.126","426.126"
"64380.522854395","431.007","431.007","431.007"
"64395.523391784","431.806","431.806","431.806"
"64410.523222772","426.587","426.587","426.587"
"64425.524863485","430.231","430.231","430.231"
"64440.523058993","431.846","431.846","431.846"
"64455.523745431","429.941","429.941","429.941"
"64470.52402642","433.471","433.471","433.471"
"64485.5233453","426.67","426.67","426.67"
"64500.523346343","430.515","430.515","430.515"
"64515.523468601","429.576","429.576","429.576"
"64530.523194733","427.972","427.972","427.972"
"64545.522884222","431.398","431.398","431.398"
"64560.523360912","426.426","426.426","426.426"
"64575.523225077","427.333","427.333","427.333"
"64590.522524606","85.91","85.91","85.91"
"64605.522414841","82.713","82.713","82.713"
"64620.522664421","79.182","79.182","79.182"
"64635.522282057","76.875","76.875","76.875"
"64650.522855939","75.884","75.884","75.884"
"64665.523074946","74.426","74.426","74.426"
"64680.523472027","72.903","72.903","72.903"
"64695.523299301","70.977","70.977","70.977"
"64710.522907735","70.842","70.842","70.842"
"64725.523463491","70.807","70.807","70.807"
"64740.522964959","70.619","70.619","70.619"
"64755.523043426","70.558","70.558","70.558"
"64770.523276235","70.287","70.287","70.287"
"64785.522914547","70.151","70.151","70.151"
"64800.522932364","70.148","70.148","70.148"
"64815.523028452","70.177","70.177","70.177"
"64830.523056478","70.134","70.134","70.134"
"64845.52322453","70.151","70.151","70.151"
"64860.523234208","70.119","70.119","70.119"
"64875.524880512","424.777","424.777","424.777"
"64890.523599207","419.48","419.48","419.48"
"64905.523736506","416.188","416.188","416.188"
"64920.523542846","431.165","431.165","431.165"
"64935.52305361","424.107","424.107","424.107"
"64950.523289341","421.036","421.036","421.036"
"64965.523374851","431.207","431.207","431.207"
"64980.524012134","427.749","427.749","427.749"
"64995.523177623","424.078","424.078","424.078"
"65010.522337788","433.619","433.619","433.619"
"65025.523157214","429.603","429.603","429.603"
"65040.523381898","429.93","429.93","429.93"
"65055.525191803","432.83","432.83","432.83"
"65070.523394388","425.749","425.749","425.749"
"65085.522833789","429.319","429.319","429.319"
"65100.523735658","430.248","430.248","430.248"
"65115.522859956","428.993","428.993","428.993"
"65130.522769495","430.332","430.332","430.332"
"65145.523553301","425.45","425.45","425.45"
"65160.524537457","427.527","427.527","427.527"
"65175.524207022","430.58","430.58","430.58"
"65190.523423815","426.816","426.816","426.816"
"65205.522970613","434.295","434.295","434.295"
"65220.52343374","431.277","431.277","431.277"
"65235.524203407","425.107","425.107","425.107"
"65250.522607513","428.878","428.878","428.878"
"65265.525926405","431.143","431.143","431.143"
"65280.525988249","425.581","425.581","425.581"
