"Relative Time (Process)","ft1 - system/gpu.0.powerWatts","ft1 - system/gpu.0.powerWatts__MIN","ft1 - system/gpu.0.powerWatts__MAX"
"9900.354327315","429.685","429.685","429.685"
"9915.353591287","426.912","426.912","426.912"
"9930.353951272","426.175","426.175","426.175"
"9945.353919419","424.954","424.954","424.954"
"9960.354347341","427.115","427.115","427.115"
"9975.353891691","429.208","429.208","429.208"
"9990.35386062","430.599","430.599","430.599"
"10005.354311488","424.944","424.944","424.944"
"10020.354069268","427.243","427.243","427.243"
"10035.355770913","433.723","433.723","433.723"
"10050.35555006","423.486","423.486","423.486"
"10065.354190556","427.601","427.601","427.601"
"10080.35420838","421.494","421.494","421.494"
"10095.353860192","424.795","424.795","424.795"
"10110.35405244","428.021","428.021","428.021"
"10125.355736293","423.482","423.482","423.482"
"10140.354108397","426.512","426.512","426.512"
"10155.355619583","427.506","427.506","427.506"
"10170.355794259","422.485","422.485","422.485"
"10185.354422868","427.445","427.445","427.445"
"10200.35529101","426.781","426.781","426.781"
"10215.354156838","420.71","420.71","420.71"
"10230.35433074","422.96","422.96","422.96"
"10245.353890195","426.221","426.221","426.221"
"10260.353691762","420.617","420.617","420.617"
"10275.354178872","425.014","425.014","425.014"
"10290.355500009","428.071","428.071","428.071"
"10305.354028239","424.072","424.072","424.072"
"10320.35362971","426.081","426.081","426.081"
"10335.353575559","427.412","427.412","427.412"
"10350.355038681","422.557","422.557","422.557"
"10365.355560759","427.662","427.662","427.662"
"10380.35388799","427.71","427.71","427.71"
"10395.35432033","423.751","423.751","423.751"
"10410.354733953","428.944","428.944","428.944"
"10425.35391516","427.259","427.259","427.259"
"10440.35365618","428.05","428.05","428.05"
"10455.353821491","426.076","426.076","426.076"
"10470.354220113","423.128","423.128","423.128"
"10485.354409898","424.851","424.851","424.851"
"10500.354037885","434.296","434.296","434.296"
"10515.353558855","425.288","425.288","425.288"
"10530.354393145","426.78","426.78","426.78"
"10545.354375078","424.772","424.772","424.772"
"10560.353883627","424.235","424.235","424.235"
"10575.354088083","426.722","426.722","426.722"
"10590.356096657","418.925","418.925","418.925"
"10605.353941135","423.669","423.669","423.669"
"10620.354444345","427.498","427.498","427.498"
"10635.353585207","425.061","425.061","425.061"
"10650.354082297","422.799","422.799","422.799"
"10665.353580383","426.98","426.98","426.98"
"10680.35427141","422.023","422.023","422.023"
"10695.353992799","427.214","427.214","427.214"
"10710.353711552","426.8","426.8","426.8"
"10725.35424622","423.173","423.173","423.173"
"10740.354867231","422.822","422.822","422.822"
"10755.354550851","427.07","427.07","427.07"
"10770.354246516","424.175","424.175","424.175"
"10785.353982716","427.565","427.565","427.565"
"10800.353770489","427.077","427.077","427.077"
"10815.354545125","421.317","421.317","421.317"
"10830.353973508","427.691","427.691","427.691"
"10845.354883799","425.917","425.917","425.917"
"10860.355042361","419.906","419.906","419.906"
"10875.354238382","433.07","433.07","433.07"
"10890.354109527","425.711","425.711","425.711"
"10905.353924989","425.658","425.658","425.658"
"10920.355234735","425.443","425.443","425.443"
"10935.354813464","425.417","425.417","425.417"
"10950.354461092","429.441","429.441","429.441"
"10965.353734206","428.151","428.151","428.151"
"10980.353466883","423.645","423.645","423.645"
"10995.354068305","426.382","426.382","426.382"
"11010.354864226","423.177","423.177","423.177"
"11025.354594982","422.644","422.644","422.644"
"11040.354022052","427.266","427.266","427.266"
"11055.353714963","422.517","422.517","422.517"
"11070.354936382","425.738","425.738","425.738"
"11085.353815803","427.135","427.135","427.135"
"11100.353933383","420.254","420.254","420.254"
"11115.355555109","427.75","427.75","427.75"
"11130.355480608","426.675","426.675","426.675"
"11145.354726452","420.664","420.664","420.664"
"11160.354077464","424.581","424.581","424.581"
"11175.353825999","426.644","426.644","426.644"
"11190.353865188","421.6","421.6","421.6"
"11205.354560117","421.154","421.154","421.154"
"11220.354365322","426.896","426.896","426.896"
"11235.353930601","419.489","419.489","419.489"
"11250.354091989","426.887","426.887","426.887"
"11265.353582139","426.369","426.369","426.369"
"11280.354426405","421.013","421.013","421.013"
"11295.35375831","426.902","426.902","426.902"
"11310.355156239","426.919","426.919","426.919"
"11325.354644946","421.569","421.569","421.569"
"11340.354466815","425.635","425.635","425.635"
"11355.354533999","427.641","427.641","427.641"
"11370.354088555","422.962","422.962","422.962"
"11385.35541474","426.234","426.234","426.234"
"11400.354996803","426.876","426.876","426.876"
"11415.353921471","428.447","428.447","428.447"
"11430.353696654","428.672","428.672","428.672"
"11445.355651685","425.19","425.19","425.19"
"11460.353899986","427.76","427.76","427.76"
"11475.354633663","425.837","425.837","425.837"
"11490.353462557","425.363","425.363","425.363"
"11505.353880945","427.251","427.251","427.251"
"11520.353489039","418.32","418.32","418.32"
"11535.353688894","428.235","428.235","428.235"
"11550.354010411","426.493","426.493","426.493"
"11565.355602944","421.351","421.351","421.351"
"11580.354365718","423.028","423.028","423.028"
"11595.353336936","427.56","427.56","427.56"
"11610.35530029","423.615","423.615","423.615"
"11625.355599999","424.179","424.179","424.179"
"11640.353704473","427.143","427.143","427.143"
"11655.356011642","423.026","423.026","423.026"
"11670.354683283","424.099","424.099","424.099"
"11685.353821073","427.585","427.585","427.585"
"11700.353986981","421.151","421.151","421.151"
"11715.355402976","425.065","425.065","425.065"
"11730.354413352","427.401","427.401","427.401"
"11745.354268123","421.452","421.452","421.452"
"11760.353976518","433.776","433.776","433.776"
"11775.354664188","427.699","427.699","427.699"
"11790.354204766","418.659","418.659","418.659"
"11805.355310051","426.817","426.817","426.817"
"11820.353815555","427.698","427.698","427.698"
"11835.353691014","424.516","424.516","424.516"
"11850.354404139","430.137","430.137","430.137"
"11865.354886895","427.262","427.262","427.262"
"11880.353767352","428.188","428.188","428.188"
"11895.354410155","425.369","425.369","425.369"
"11910.354310691","422.192","422.192","422.192"
"11925.3541293","426.661","426.661","426.661"
"11940.354580922","429.792","429.792","429.792"
"11955.354082731","422.892","422.892","422.892"
"11970.354086656","427.128","427.128","427.128"
"11985.354231126","424.694","424.694","424.694"
"12000.354736983","425.578","425.578","425.578"
"12015.353928511","426.931","426.931","426.931"
"12030.353872789","421.97","421.97","421.97"
"12045.354265109","423.35","423.35","423.35"
"12060.353943071","425.593","425.593","425.593"
"12075.354021953","422.809","422.809","422.809"
"12090.354837191","427.98","427.98","427.98"
"12105.354224042","426.119","426.119","426.119"
"12120.354235018","421.205","421.205","421.205"
"12135.353946682","423.748","423.748","423.748"
"12150.353751302","425.992","425.992","425.992"
"12165.355438349","421.754","421.754","421.754"
"12180.353769936","424.273","424.273","424.273"
"12195.353507026","426.81","426.81","426.81"
"12210.354350057","418.971","418.971","418.971"
"12225.353525342","428.703","428.703","428.703"
"12240.35453766","426.741","426.741","426.741"
"12255.354293087","422.784","422.784","422.784"
"12270.354102557","429.77","429.77","429.77"
"12285.354483946","428.283","428.283","428.283"
"12300.353471886","422.543","422.543","422.543"
"12315.355326236","435.9","435.9","435.9"
"12330.356023024","427.786","427.786","427.786"
"12345.354171496","427.214","427.214","427.214"
"12360.355444662","429.542","429.542","429.542"
"12375.354122781","423.628","423.628","423.628"
"12390.354526985","429.391","429.391","429.391"
"12405.354166215","432.424","432.424","432.424"
"12420.354614871","424.76","424.76","424.76"
"12435.354660566","427.211","427.211","427.211"
"12450.356608375","428.072","428.072","428.072"
"12465.353922769","425.045","425.045","425.045"
"12480.35382101","427.191","427.191","427.191"
"12495.356290411","421.749","421.749","421.749"
"12510.354164519","424.586","424.586","424.586"
"12525.353939055","427.429","427.429","427.429"
"12540.355526824","426.117","426.117","426.117"
"12555.354275485","421.62","421.62","421.62"
"12570.354065655","427.574","427.574","427.574"
"12585.35582888","423.632","423.632","423.632"
"12600.353954267","426.699","426.699","426.699"
"12615.355444522","427.719","427.719","427.719"
"12630.354554843","421.215","421.215","421.215"
"12645.354082776","427.27","427.27","427.27"
"12660.354411584","426.813","426.813","426.813"
"12675.35453515","419.613","419.613","419.613"
"12690.353622619","430.254","430.254","430.254"
"12705.356106289","424.225","424.225","424.225"
"12720.354092159","424.981","424.981","424.981"
"12735.354659969","432.735","432.735","432.735"
"12750.35447425","424.942","424.942","424.942"
"12765.35500625","426.804","426.804","426.804"
"12780.354360853","423.149","423.149","423.149"
"12795.354116368","424.791","424.791","424.791"
"12810.353879984","427.514","427.514","427.514"
"12825.35570413","422.869","422.869","422.869"
"12840.354056128","423.574","423.574","423.574"
"12855.354031438","426.385","426.385","426.385"
"12870.35427676","422.682","422.682","422.682"
"12885.353675091","426.99","426.99","426.99"
"12900.354638984","427.518","427.518","427.518"
"12915.353899152","422.03","422.03","422.03"
"12930.353628247","431.396","431.396","431.396"
"12945.355139818","427.49","427.49","427.49"
"12960.354406864","421.513","421.513","421.513"
"12975.354550392","432.276","432.276","432.276"
"12990.355101772","427.014","427.014","427.014"
"13005.354246093","421.941","421.941","421.941"
"13020.35441999","425.154","425.154","425.154"
"13035.355528968","427.437","427.437","427.437"
"13050.354745753","419.476","419.476","419.476"
"13065.353652756","427.345","427.345","427.345"
"13080.353672786","427.027","427.027","427.027"
"13095.354554871","425.508","425.508","425.508"
"13110.356015739","423.654","423.654","423.654"
"13125.354493348","427.052","427.052","427.052"
"13140.355638282","429.203","429.203","429.203"
"13155.354250417","428.816","428.816","428.816"
"13170.354026271","425.067","425.067","425.067"
"13185.354025769","428.682","428.682","428.682"
"13200.354259893","428.387","428.387","428.387"
"13215.354711496","422.781","422.781","422.781"
"13230.35450732","426.894","426.894","426.894"
"13245.353952257","423.636","423.636","423.636"
"13260.353420409","425.511","425.511","425.511"
"13275.354218802","427.474","427.474","427.474"
"13290.353462324","420.632","420.632","420.632"
"13305.353522618","428.322","428.322","428.322"
"13320.35378407","427.49","427.49","427.49"
"13335.354876969","423.385","423.385","423.385"
"13350.353464677","422.223","422.223","422.223"
"13365.354304085","427.066","427.066","427.066"
"13380.354280674","421.594","421.594","421.594"
"13395.353872482","425.787","425.787","425.787"
"13410.354698206","426.524","426.524","426.524"
"13425.354053507","418.87","418.87","418.87"
"13440.35395491","424.469","424.469","424.469"
"13455.355039647","427.781","427.781","427.781"
"13470.353909279","424.332","424.332","424.332"
"13485.353450634","422.669","422.669","422.669"
"13500.354670022","426.196","426.196","426.196"
"13515.353862703","423.121","423.121","423.121"
"13530.353578605","428.284","428.284","428.284"
"13545.354283803","427.517","427.517","427.517"
"13560.353992534","422.957","422.957","422.957"
"13575.353739202","428.331","428.331","428.331"
"13590.355126647","427.29","427.29","427.29"
"13605.354370071","429.441","429.441","429.441"
"13620.35483643","428.241","428.241","428.241"
"13635.35473352","423.637","423.637","423.637"
"13650.353790385","426.754","426.754","426.754"
"13665.354381539","429.901","429.901","429.901"
"13680.353785969","76.495","76.495","76.495"
"13695.353847154","73.306","73.306","73.306"
"13710.353907477","71.363","71.363","71.363"
"13725.354093074","70.196","70.196","70.196"
"13740.35430063","417.778","417.778","417.778"
"13755.353577917","416.28","416.28","416.28"
"13770.355106052","421.083","421.083","421.083"
"13785.354001536","422.862","422.862","422.862"
"13800.354313353","421.264","421.264","421.264"
"13815.355596036","426.104","426.104","426.104"
"13830.354733369","425.632","425.632","425.632"
"13845.355220287","421.835","421.835","421.835"
"13860.354124135","425.895","425.895","425.895"
"13875.354877873","426.229","426.229","426.229"
"13890.353751547","423.261","423.261","423.261"
"13905.354251495","426.316","426.316","426.316"
"13920.354133037","427.179","427.179","427.179"
"13935.353881468","421.24","421.24","421.24"
"13950.354390399","429.328","429.328","429.328"
"13965.355247337","426.604","426.604","426.604"
"13980.356270987","419.149","419.149","419.149"
"13995.355087035","428.706","428.706","428.706"
"14010.354662233","427.519","427.519","427.519"
"14025.355400795","421.192","421.192","421.192"
"14040.354440701","424.452","424.452","424.452"
"14055.354353131","427.178","427.178","427.178"
"14070.353760602","422.167","422.167","422.167"
"14085.355487725","428.002","428.002","428.002"
"14100.353755116","427.829","427.829","427.829"
"14115.355816589","428.427","428.427","428.427"
"14130.354294205","427.029","427.029","427.029"
"14145.354646691","425.767","425.767","425.767"
"14160.354207159","428.616","428.616","428.616"
"14175.353461185","433.708","433.708","433.708"
"14190.353739987","423.431","423.431","423.431"
"14205.353780947","426.715","426.715","426.715"
"14220.353996197","420.584","420.584","420.584"
"14235.353711706","427.093","427.093","427.093"
"14250.354106085","426.639","426.639","426.639"
"14265.354104926","419.059","419.059","419.059"
"14280.355496406","425.764","425.764","425.764"
"14295.354042174","426.579","426.579","426.579"
"14310.353775322","422.543","422.543","422.543"
"14325.354225505","422.474","422.474","422.474"
"14340.35404309","426.149","426.149","426.149"
"14355.353522445","421.231","421.231","421.231"
"14370.353883356","425.101","425.101","425.101"
"14385.353488094","426.401","426.401","426.401"
"14400.354427831","422.4","422.4","422.4"
